25600  164.18
12800  117.415
6400  82.6164
3200  59.5882
1600  40.7214
800  28.9763
400  20.1698
200  14.3748
100  10.3804
50  7.40376
25  5.15763
12  3.55223
6  2.54617
3  1.81348
