#N      Eigval
0.60206    -0.969184
0.90309    -1.51836
1.20412    -2.13186
1.50515    -2.73684
1.80618    -3.34068
2.10721    -3.94748
2.40824    -4.56838
2.70927    -5.25504
3.0103    -6.71135
