# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
10.8900  1.066264813677430e-16  -1.622386484253069e-15  1.316068952143516e-30  2.244191415883723e-31
10.9000  9.070582389751116e-17  -1.561336504307749e-15  1.218885839841970e-30  1.624052580745487e-31
10.9100  7.540727074255784e-17  -1.498030172065010e-15  1.122047198208562e-30  1.122422039780707e-31
10.9200  6.075147486308070e-17  -1.432846986638369e-15  1.026525243559327e-30  7.285232101250983e-32
10.9300  4.675537344057763e-17  -1.366150526809581e-15  9.331836309510480e-31  4.315119241568767e-32
10.9400  3.343234926484164e-17  -1.298288029326141e-15  8.427759035457771e-31  2.206294749401860e-32
10.9500  2.079239589370866e-17  -1.229590055378422e-15  7.559458521427552e-31  8.533728317403177e-33
10.9600  8.842285724150589e-18  -1.160370241164861e-15  6.732295482904985e-31  1.543330111569023e-33
10.9700  -2.414259845397648e-18  -1.090925128380989e-15  5.950588178665385e-31  1.150529512500470e-34
10.9800  -1.297639893966863e-17  -1.021534070415851e-15  5.217659285101883e-31  3.323824759802186e-33
10.9900  -2.284599715399716e-17  -9.524592100064235e-16  4.535892733630302e-31  1.030267446939596e-32
11.0000  -3.202745561782355e-17  -8.839455240859434e-16  3.906798447757866e-31  2.024764963213551e-32
11.0100  -4.052753982488800e-17  -8.162209315645923e-16  3.331083045620854e-31  3.242128497147877e-32
11.0200  -4.835520983820289e-17  -7.494964597996431e-16  2.808724716260991e-31  4.615473752755468e-32
11.0300  -5.552145243561805e-17  -6.839664655459388e-16  2.339050629957019e-31  6.084871040279671e-32
11.0400  -6.203911571993021e-17  -6.198089062253788e-16  1.920815401181502e-31  7.597329089437563e-32
11.0500  -6.792274667616825e-17  -5.571856574149120e-16  1.552279284144438e-31  9.106683025576384e-32
11.0600  -7.318843211803552e-17  -4.962428725253206e-16  1.231284942660908e-31  1.057339917149966e-31
11.0700  -7.785364342562335e-17  -4.371113807268654e-16  9.553317958047332e-32  1.196430909461147e-31
11.0800  -8.193708543753134e-17  -3.799071192716187e-16  7.216470963662995e-32  1.325228491940347e-31
11.0900  -8.545854982253524e-17  -3.247315964650928e-16  5.272530487138395e-32  1.441586739363566e-31
11.1000  -8.843877321901727e-17  -2.716723816506346e-16  3.690294147586403e-32  1.543885755637093e-31
11.1100  -9.089930039459286e-17  -2.208036186880743e-16  2.437711901287427e-32  1.630988212967107e-31
11.1200  -9.286235264379932e-17  -1.721865595324212e-16  1.482410564180602e-32  1.702194196424288e-31
11.1300  -9.435070160841436e-17  -1.258701146481071e-16  7.921642880763811e-33  1.757195203211238e-31
11.1400  -9.538754867299514e-17  -8.189141712858923e-17  3.353102099664298e-33  1.796028059435544e-31
11.1500  -9.599641005761492e-17  -4.027639752922813e-17  8.110940989662070e-34  1.819029429517851e-31
11.1600  -9.620100770055638e-17  -1.040366562500670e-18  5.411812921847298e-37  1.826791505964088e-31
11.1700  -9.602516599592728e-17  3.581139705193385e-17  6.412280794056282e-34  1.820119381371380e-31
11.1800  -9.549271442481375e-17  7.028305614471332e-17  2.469853990520462e-33  1.799990521312594e-31
11.1900  -9.462739609369182e-17  1.023876244781441e-16  5.241612823138723e-33  1.767516677081298e-31
11.2000  -9.345278217038682e-17  1.321463782214031e-16  8.731332638517061e-33  1.723908501940644e-31
11.2100  -9.199219218590177e-17  1.595882716433336e-16  1.273420822305321e-32  1.670443064115912e-31
11.2200  -9.026862014992640e-17  1.847493590011909e-16  1.706616282567545e-32  1.608434384765087e-31
11.2300  -8.830466640877688e-17  2.076722244595778e-16  2.156387640599464e-32  1.539207069884059e-31
11.2400  -8.612247515688664e-17  2.284054217314413e-16  2.608451833815877e-32  1.464073051758009e-31
11.2500  -8.374367749675407e-17  2.470029249928323e-16  3.050522247750737e-32  1.384311408251240e-31
11.2600  -8.118933992742495e-17  2.635235924855583e-16  3.472234189824730e-32  1.301151186926436e-31
11.2700  -7.847991812812222e-17  2.780306440872450e-16  3.865051952578414e-32  1.215757125605300e-31
11.2800  -7.563521589150022e-17  2.905911539970156e-16  4.222160939065861e-32  1.129218131353021e-31
11.2900  -7.267434905015965e-17  3.012755595572880e-16  4.538348139327848e-32  1.042538355751601e-31
11.3000  -6.961571423047758e-17  3.101571871083436e-16  4.809874035748004e-32  9.566306854304134e-32
11.3100  -6.647696225944161e-17  3.173117956525991e-16  5.034338783013840e-32  8.723124528120171e-32
11.3200  -6.327497604299000e-17  3.228171389900875e-16  5.210545261287273e-32  7.903031625398372e-32
11.3300  -6.002585272830147e-17  3.267525468757416e-16  5.338361344489186e-32  7.112240236905710e-32
11.3400  -5.674488995750891e-17  3.291985256427924e-16  5.418583464269411e-32  6.355990762319328e-32
11.3500  -5.344657601637929e-17  3.302363786350900e-16  5.452803288700925e-32  5.638577018519918e-32
11.3600  -5.014458367856092e-17  3.299478466945189e-16  5.443279076917488e-32  4.963383138460505e-32
11.3700  -4.685176754400062e-17  3.284147688579757e-16  5.392813020201879e-32  4.332930277928252e-32
11.3800  -4.358016466902614e-17  3.257187633316737e-16  5.304635639315744e-32  3.748931238868448e-32
11.3900  -4.034099828532420e-17  3.219409287288502e-16  5.182298079539731e-32  3.212351226375747e-32
11.4000  -3.714468440557129e-17  3.171615654802853e-16  5.029572930895264e-32  2.723473078364161e-32
11.4100  -3.400084111474274e-17  3.114599172553935e-16  4.850364002836829e-32  2.281965438917185e-32
11.4200  -3.091830034808522e-17  3.049139321649807e-16  4.648625301415522e-32  1.886952485254939e-32
11.4300  -2.790512195933999e-17  2.976000434550219e-16  4.428289293221547e-32  1.537083961266033e-32
11.4400  -2.496860988599875e-17  2.895929693439526e-16  4.193204394672373e-32  1.230604415044929e-32
11.4500  -2.211533022211361e-17  2.809655316038883e-16  3.947081497472777e-32  9.654206815419847e-33
11.4600  -1.935113101341886e-17  2.717884924388139e-16  3.693449231108161e-32  7.391667922482264e-33
11.4700  -1.668116359421011e-17  2.621304091699985e-16  3.435617570581541e-32  5.492656300563138e-33
11.4800  -1.410990529051846e-17  2.520575062005857e-16  3.176649321602915e-32  3.929867775926964e-33
11.4900  -1.164118331957161e-17  2.416335636973580e-16  2.919338955254257e-32  2.675001301963580e-33
11.5000  -9.278199721305701e-18  2.309198223979316e-16  2.666198218814615e-32  1.699249593694363e-33
11.5100  -7.023557163740960e-18  2.199749039259797e-16  2.419447917862201e-32  9.737421822167484e-34
11.5200  -4.879285470319996e-18  2.088547459753349e-16  2.181015245821084e-32  4.699397666911527e-34
11.5300  -2.846868723792147e-18  1.976125517058567e-16  1.952536029584995e-32  1.599796062216419e-34
11.5400  -9.272728078731258e-19  1.862987526795799e-16  1.735361262498364e-32  1.697245984129271e-35
11.5500  8.790267453185683e-19  1.749609846547407e-16  1.530567307567821e-32  1.525225014569376e-35
11.5600  2.572016727182022e-18  1.636440755476304e-16  1.338969173091928e-32  1.305801966991606e-34
11.5700  4.152118162118921e-18  1.523900448676833e-16  1.161136288738726e-32  3.403056421657102e-34
11.5800  5.620158265834728e-18  1.412381139296007e-16  9.974102413195427e-33  6.234861812220660e-34
11.5900  6.977342556749047e-18  1.302247261474615e-16  8.479239650090666e-33  9.609700045761935e-34
11.6000  8.225227217874391e-18  1.193835767195145e-16  7.126219195172106e-33  1.335443593404525e-33
11.6100  9.365691799638324e-18  1.087456510185037e-16  5.912808307719103e-33  1.731448049313149e-33
11.6200  1.040091234731268e-17  9.833927101078170e-17  4.835306111465985e-33  2.135367427967513e-33
11.6300  1.133333502999690e-17  8.819014903794878e-17  3.888751193667809e-33  2.535392467493508e-33
11.6400  1.216565034150024e-17  7.832144830714576e-17  3.067124632464453e-33  2.921463072403368e-33
11.6500  1.290076793699837e-17  6.875384945026675e-17  2.363545907114973e-33  3.285192836905259e-33
11.6600  1.354179216301963e-17  5.950562252808464e-17  1.770459556227447e-33  3.619778774668660e-33
11.6700  1.409199833216116e-17  5.059270387243534e-17  1.279810842561967e-33  3.919899271896245e-33
11.6800  1.455480978795733e-17  4.202877717804009e-17  8.832090555406718e-34  4.181603103086898e-33
11.6900  1.493377579953598e-17  3.382535827510490e-17  5.720774312196037e-34  4.402192150025711e-33
11.7000  1.523255032011104e-17  2.599188303438301e-17  3.377889918365236e-34  4.580100249791384e-33
11.7100  1.545487163798353e-17  1.853579787777907e-17  1.717879014829395e-34  4.714770372002274e-33
11.7200  1.560454294356350e-17  1.146265238968004e-17  6.569619990331872e-35  4.806532093763828e-33
11.7300  1.568541383099051e-17  4.776193546889768e-18  1.140601239867573e-35  4.856481107009533e-33
11.7400  1.570136274822429e-17  -1.521538891801275e-18  1.157540299631926e-36  4.866362260859139e-33
11.7500  1.565628040500510e-17  -7.430116271878387e-18  2.760331390681599e-35  4.838457414501063e-33
11.7600  1.555405414384665e-17  -1.295062461692827e-17  8.385933898429422e-35  4.775479156732269e-33
11.7700  1.539855327522707e-17  -1.808556827789256e-17  1.635438899671568e-34  4.680471239006056e-33
11.7800  1.519361537438356e-17  -2.283877402171666e-17  2.608047994075199e-34  4.556716371565240e-33
11.7900  1.494303353359654e-17  -2.721529589952610e-17  3.703361654493810e-34  4.407651848490359e-33
11.8000  1.465054456056609e-17  -3.122132121077760e-17  4.873854490732757e-34  4.236793298404471e-33
11.8100  1.431981811043645e-17  -3.486407785637790e-17  6.077519623877899e-34  4.047666703930985e-33
11.8200  1.395444673621056e-17  -3.815174335061617e-17  7.277777603456425e-34  3.843748695260396e-33
11.8300  1.355793683971242e-17  -4.109335573898559e-17  8.443319429454100e-34  3.628415001516459e-33
11.8400  1.313370050289614e-17  -4.369872664664002e-17  9.547893552688831e-34  3.404896837934225e-33
11.8500  1.268504817716281e-17  -4.597835666040154e-17  1.057004640595545e-33  3.176244916856735e-33
11.8600  1.221518220642397e-17  -4.794335322595759e-17  1.149282559274469e-33  2.945300695713312e-33
11.8700  1.172719115793812e-17  -4.960535122120852e-17  1.230345434889727e-33  2.714674414785567e-33
11.8800  1.122404493343756e-17  -5.097643634669310e-17  1.299298531304227e-33  2.486729430886435e-33
11.8900  1.070859063175116e-17  -5.206907145466477e-17  1.355594101075493e-33  2.263572319155407e-33
11.9000  1.018354913300674e-17  -5.289602591975112e-17  1.398994779051491e-33  2.047048193010422e-33
11.9100  9.651512373557246e-18  -5.347030813622894e-17  1.429536926091636e-33  1.838740680838326e-33
11.9200  9.114941280011374e-18  -5.380510120981149e-17  1.447494458099029e-33  1.639975996161555e-33
11.9300  8.576164330152326e-18  -5.391370189549234e-17  1.453343626038007e-33  1.451830544684704e-33
11.9400  8.037376708091634e-18  -5.380946281743603e-17  1.447729144350515e-33  1.275141525701257e-33
11.9500  7.500640020719406e-18  -5.350573799216052e-17  1.431431999042865e-33  1.110520005747527e-33
11.9600  6.967882542370190e-18  -5.301583166232774e-17  1.405339203424136e-33  9.583659680813227e-34
11.9700  6.440899954616817e-18  -5.235295043534951e-17  1.370415709643081e-33  8.188848715353545e-34
11.9800  5.921356548224507e-18  -5.153015870872716e-17  1.327678628273305e-33  6.921052856028844e-34
11.9900  5.410786854536512e-18  -5.056033735257152e-17  1.278173856602919e-33  5.778972043708277e-34
12.0000  4.910597673911974e-18  -4.945614560908951e-17  1.222955169253732e-33  4.759906793065434e-34
12.0100  4.422070469288822e-18  -4.822998615896576e-17  1.163065782447014e-33  3.859944491841722e-34
12.0200  3.946364093491205e-18  -4.689397329550180e-17  1.099522365719618e-33  3.074142839343823e-34
12.0300  3.484517819534445e-18  -4.545990413908692e-17  1.033301442167486e-33  2.396707973233648e-34
12.0400  3.037454643892974e-18  -4.393923281704952e-17  9.653280902754409e-34  1.821165205940565e-34
12.0500  2.605984833480783e-18  -4.234304752715639e-17  8.964668369435124e-34  1.340520650904463e-34
12.0600  2.190809687942079e-18  -4.068205039697237e-17  8.275146122508998e-34  9.474123606221481e-35
12.0700  1.792525489755075e-18  -3.896654004594128e-17  7.591956215759728e-34  6.342499200885837e-35
12.0800  1.411627615607131e-18  -3.720639675238002e-17  6.921579796477573e-34  3.933417383237146e-35
12.0900  1.048514783498127e-18  -3.541107012356711e-17  6.269719436480938e-34  2.170095554933370e-35
12.1000  7.034934110645584e-19  -3.358956916372946e-17  5.641295783024827e-34  9.768993247418972e-36
12.1100  3.767820616831210e-19  -3.175045463196212e-17  5.040456846681426e-34  2.802271290223305e-36
12.1200  6.851595600364575e-20  -2.990183357992805e-17  4.470598257208565e-34  9.266445689511107e-38
12.1300  -2.212484723286278e-19  -2.805135595755169e-17  3.934392855286353e-34  9.662517698282615e-37
12.1400  -4.925289968776269e-19  -2.620621317381407e-17  3.433828044556930e-34  4.788432271411318e-36
12.1500  -7.454130135316910e-19  -2.437313849915012e-17  2.970249401493769e-34  1.096790504745384e-35
12.1600  -9.800529683772594e-19  -2.255840919581299e-17  2.544409127228700e-34  1.895958547455666e-35
12.1700  -1.196661815043598e-18  -2.076785026287718e-17  2.156518022706439e-34  2.826653712689291e-35
12.1800  -1.395508517101149e-18  -1.900683968327426e-17  1.806299773728446e-34  3.844100416703176e-35
12.1900  -1.576913609975278e-18  -1.728031506136346e-17  1.493046443099924e-34  4.908463253060922e-35
12.2000  -1.741244835729228e-18  -1.559278154100728e-17  1.215674180927887e-34  5.984796996956502e-35
12.2100  -1.888912862978579e-18  -1.394832089592131e-17  9.727782790779756e-35  7.042933522215625e-35
12.2200  -2.020367103127407e-18  -1.235060168617129e-17  7.626868100522852e-35  8.057314541070535e-35
12.2300  -2.136091633066842e-18  -1.080289037707196e-17  5.835122024951694e-35  9.006778840967925e-35
12.2400  -2.236601233452141e-18  -9.308063319375886e-18  4.332002137875542e-35  9.874312355327349e-35
12.2500  -2.322437550677486e-18  -7.868619492500221e-18  3.095758635887722e-35  1.064676898334819e-34
12.2600  -2.394165389700280e-18  -6.486693915601207e-18  2.103859897734886e-35  1.131456958393353e-34
12.2700  -2.452369143930911e-18  -5.164071634545711e-18  1.333381792335981e-35  1.187138602591569e-34
12.2800  -2.497649367501278e-18  -3.902202196223012e-18  7.613590990103851e-36  1.231381659535378e-34
12.2900  -2.530619494357338e-18  -2.702214525166285e-18  3.650981670009826e-36  1.264105845393108e-34
12.3000  -2.551902707788741e-18  -1.564932121090022e-18  1.224506271809657e-36  1.285458222242547e-34
12.3100  -2.562128963213232e-18  -4.908884996764005e-19  1.204857595572737e-37  1.295781314065322e-34
12.3200  -2.561932166275774e-18  5.196571972593786e-19  1.350218013317364e-37  1.295582263975029e-34
12.3300  -2.551947507602842e-18  1.466704492246285e-18  1.075611033787716e-36  1.285503356247624e-34
12.3400  -2.532808954871536e-18  2.350495829416630e-18  2.762415322052485e-36  1.266294168951425e-34
12.3500  -2.505146902211229e-18  3.171500860787906e-18  5.029208854989216e-36  1.238785568043077e-34
12.3600  -2.469585976352571e-18  3.930400819908452e-18  7.724025302568517e-36  1.203865702186454e-34
12.3700  -2.426742998374707e-18  4.628073037322764e-18  1.070953001939698e-35  1.162458109638559e-34
12.3800  -2.377225099376317e-18  5.265575648455145e-18  1.386314345480191e-35  1.115502004606142e-34
12.3900  -2.321627987909221e-18  5.844132540694465e-18  1.707694257660197e-35  1.063934770693142e-34
12.4000  -2.260534366564338e-18  6.365118582700213e-18  2.025736728591778e-35  1.008676653533127e-34
12.4100  -2.194512494688102e-18  6.830045175251868e-18  2.332475854799066e-35  9.506176134582471e-35
12.4200  -2.124114893832440e-18  7.240546159340247e-18  2.621275434276840e-35  8.906062720561200e-35
12.4300  -2.049877192202186e-18  7.598364113659942e-18  2.886756860187762e-35  8.294408636092725e-35
12.4400  -1.972317104059507e-18  7.905337070215031e-18  3.124717709685798e-35  7.678620835495653e-35
12.4500  -1.891933539774665e-18  8.163385673403170e-18  3.332043282636206e-35  7.065477110017915e-35
12.4600  -1.809205841975029e-18  8.374500804702882e-18  3.506613186398461e-35  6.461088710118133e-35
12.4700  -1.724593143038771e-18  8.540731691961094e-18  3.647204891703431e-35  5.870877939040471e-35
12.4800  -1.638533839004858e-18  8.664174519267995e-18  3.753396005016640e-35  5.299569241198908e-35
12.4900  -1.551445174825602e-18  8.746961550518365e-18  3.825466818312332e-35  4.751192285684804e-35
12.5000  -1.463722935770981e-18  8.791250776996171e-18  3.864304511201789e-35  4.229095546820611e-35
12.5100  -1.375741239703834e-18  8.799216096685661e-18  3.871310195808602e-35  3.735968907159469e-35
12.5200  -1.287852424880639e-18  8.773038030509294e-18  3.848309814238119e-35  3.273873850754933e-35
12.5300  -1.200387027892533e-18  8.714894978322451e-18  3.797469724159494e-35  2.844279873040420e-35
12.5400  -1.113653846344236e-18  8.626955015258021e-18  3.721217641764276e-35  2.448105805505165e-35
12.5500  -1.027940080873225e-18  8.511368226910831e-18  3.622169454703362e-35  2.085764835901737e-35
12.5600  -9.435115511365801e-19  8.370259579882765e-18  3.503062271730960e-35  1.757212095489522e-35
12.5700  -8.606129804369910e-19  8.205722322373179e-18  3.366693941594674e-35  1.461993781500106e-35
12.5800  -7.794683437212053e-19  8.019811907795417e-18  3.215869151820858e-35  1.199296883479362e-35
12.5900  -7.002812737623625e-19  7.814540432826683e-18  3.053352108814151e-35  9.679986844869867e-36
12.6000  -6.232355204309165e-19  7.591871579853841e-18  2.881825704249622e-35  7.667153105868183e-36
12.6100  -5.484954580659207e-19  7.353716052459197e-18  2.703856989009804e-35  5.938487031121359e-36
12.6200  -4.762066360780835e-19  7.101927491395668e-18  2.521868704652078e-35  4.476314865118605e-36
12.6300  -4.064963680469784e-19  6.838298857426644e-18  2.338116563174127e-35  3.261692990454527e-36
12.6400  -3.394743547159191e-19  6.564559266449375e-18  2.154671918136318e-35  2.274802432561291e-36
12.6500  -2.752333364381267e-19  6.282371261478173e-18  1.973409433352343e-35  1.495311972553960e-36
12.6600  -2.138497707858056e-19  5.993328505331461e-18  1.795999328640932e-35  9.027080581011347e-37
12.6700  -1.553845311985204e-19  5.698953877240862e-18  1.623903764745933e-35  4.765904160972527e-37
12.6800  -9.988362271778581e-20  5.400697956076904e-18  1.458376920638662e-35  1.969329162684619e-37
12.6900  -4.737891103004274e-20  5.099937872460410e-18  1.300468315147801e-35  4.430981024297305e-38
12.7000  2.111138780760483e-21  4.797976511696856e-18  1.151028930339737e-35  8.797581693012336e-41
12.7100  4.858071718785222e-20  4.496042049228466e-18  1.010719705421525e-35  4.658623197330871e-38
12.7200  9.203592211654622e-20  4.195287800141083e-18  8.800219863006303e-36  1.672031584183637e-37
12.7300  1.324940108272533e-19  3.896792364185393e-18  7.592495364786792e-36  3.465151565354783e-37
12.7400  1.699826546489987e-19  3.601560047770150e-18  6.485617388847064e-36  5.703467299299722e-37
12.7500  2.045391992407143e-19  3.310521544454319e-18  5.479776448148103e-36  8.258151458971116e-37
12.7600  2.362099328734661e-19  3.024534855600591e-18  4.573905546371443e-36  1.101351768353661e-36
12.7700  2.650493650443445e-19  2.744386433050339e-18  3.765828446955381e-36  1.386702432502086e-36
12.7800  2.911195175525680e-19  2.470792525934884e-18  3.052407853107841e-36  1.672909266421683e-36
12.7900  3.144892299910020e-19  2.204400714045783e-18  2.429691254042779e-36  1.952276359689226e-36
12.8000  3.352334814322602e-19  1.945791610543126e-18  1.893052495830007e-36  2.218321638837115e-36
12.8100  3.534327299183162e-19  1.695480717181278e-18  1.437327431166770e-36  2.465717238725919e-36
12.8200  3.691722711965158e-19  1.453920415671973e-18  1.056942287553881e-36  2.690220562394710e-36
12.8300  3.825416179834341e-19  1.221502079280942e-18  7.460336648438328e-37  2.888598104142859e-36
12.8400  3.936339008814983e-19  9.985582892623765e-19  4.985593285273019e-37  3.058543975762227e-36
12.8500  4.025452919219987e-19  7.853651412716333e-19  3.083992025623062e-37  3.198594927997988e-36
12.8600  4.093744515622997e-19  5.821446274568973e-19  1.694461836384649e-37  3.308043502206109e-36
12.8700  4.142219998249544e-19  3.890670805113881e-19  7.568659656882749e-38  3.386850784228081e-36
12.8800  4.171900121322231e-19  2.062536665657311e-19  2.127028748590389e-38  3.435560066832015e-36
12.8900  4.183815402613387e-19  3.377891441190089e-20  5.705075294232629e-40  3.455212561459008e-36
12.9000  4.179001587238832e-19  -1.283267308274446e-19  8.233874922429709e-39  3.447266136920097e-36
12.9100  4.158495367569182e-19  -2.800743408404328e-19  3.922081819860147e-38  3.413517904239781e-36
12.9200  4.123330360041265e-19  -4.215139346997424e-19  8.883699857302935e-38  3.356031314844152e-36
12.9300  4.074533338621858e-19  -5.527319168534649e-19  1.527562859542528e-37  3.277068295243206e-36
12.9400  4.013120723709301e-19  -6.738485318817296e-19  2.270359219595812e-37  3.179026806460524e-36
12.9500  3.940095324355400e-19  -7.850153447345816e-19  3.081245457343770e-37  3.064384091644252e-36
12.9600  3.856443330849896e-19  -8.864127545386377e-19  3.928637857043876e-37  2.935645761217144e-36
12.9700  3.763131553932144e-19  -9.782475494393551e-19  4.784841339920518e-37  2.795300762018026e-36
12.9800  3.661104906178636e-19  -1.060750509334286e-18  5.625958215264739e-37  2.645782185364138e-36
12.9900  3.551284120459542e-19  -1.134174062752224e-18  6.431754023099426e-37  2.489433788840628e-36
13.0000  3.434563699761514e-19  -1.198790003545295e-18  7.185487363000639e-37  2.328482037746421e-36
13.0100  3.311810092136059e-19  -1.254887272487316e-18  7.873710333253272e-37  2.165013414192125e-36
13.0200  3.183860084051510e-19  -1.302769808313428e-18  8.486045867265033e-37  2.000956694426275e-36
13.0300  3.051519405000390e-19  -1.342754472194363e-18  9.014947862989818e-37  1.838069857526406e-36
13.0400  2.915561535840904e-19  -1.375169049114712e-18  9.455449568215300e-37  1.677931260511445e-36
13.0500  2.776726713029864e-19  -1.400350329119228e-18  9.804905221321658e-37  1.521934695526369e-36
13.0600  2.635721120632342e-19  -1.418642270905286e-18  1.006272946399654e-36  1.371287933285561e-36
13.0700  2.493216261769050e-19  -1.430394249773744e-18  1.023013854892896e-36  1.227014352673271e-36
13.0800  2.349848500983611e-19  -1.435959391505339e-18  1.030989687026192e-36  1.089957258507115e-36
13.0900  2.206218768876576e-19  -1.435692993305653e-18  1.030607185513472e-36  9.607864971899909e-37
13.1000  2.062892420259052e-19  -1.429951032559042e-18  1.022379977758335e-36  8.400069925326154e-37
13.1100  1.920399237023971e-19  -1.419088763751011e-18  1.006906459702187e-36  7.279688406682255e-37
13.1200  1.779233566915256e-19  -1.403459403559338e-18  9.848491487195665e-37  6.248786229763675e-37
13.1300  1.639854589392125e-19  -1.383412903776984e-18  9.569156311683329e-37  5.308116185935963e-37
13.1400  1.502686699835447e-19  -1.359294811414377e-18  9.238411921690235e-37  4.457246227666052e-37
13.1500  1.368120003423147e-19  -1.331445215034879e-18  8.863731803196370e-37  3.694691033957537e-37
13.1600  1.236510910110113e-19  -1.300197776104970e-18  8.452571284941548e-37  3.018044550720098e-37
13.1700  1.108182822282568e-19  -1.265878843889696e-18  8.012246237037563e-37  2.424111372281680e-37
13.1800  9.834269068155636e-20  -1.228806652193737e-18  7.549828942377893e-37  1.909035102595674e-37
13.1900  8.625029434428038e-20  -1.189290596038887e-18  7.072060609132652e-37  1.468422102279215e-37
13.2000  7.456402415486202e-20  -1.147630586179146e-18  6.585279811669448e-37  1.097459287051528e-37
13.2100  6.330386177104287e-20  -1.104116479184636e-18  6.095365998035384e-37  7.910248915514626e-38
13.2200  5.248694265545976e-20  -1.059027580674605e-18  5.607697083147537e-37  5.437913475314703e-38
13.2300  4.212766377374003e-20  -1.012632219147235e-18  5.127120056275266e-37  3.503196451589222e-38
13.2400  3.223779521238387e-20  -9.651873877393046e-19  4.657933467255114e-37  2.051447491620759e-38
13.2500  2.282659505088317e-20  -9.169384511512304e-19  4.203880615998087e-37  1.028518268117188e-38
13.2600  1.390092685058967e-20  -8.681189148920129e-19  3.768152251966429e-37  3.814321158891393e-39
13.2700  5.465379151638659e-21  -8.189502539334415e-19  3.353397592088241e-37  5.896174560417387e-40
13.2800  -2.477613601396133e-21  -7.696417978128134e-19  2.961742484702698e-37  1.211704983528848e-40
13.2900  -9.927649254643592e-21  -7.203906691877247e-19  2.594813581263689e-37  1.945461278287756e-39
13.3000  -1.688623578031302e-20  -6.713817728244110e-19  2.253767424404245e-37  5.628535881200935e-39
13.3100  -2.335666924150825e-20  -6.227878319919336e-19  1.939323418386065e-37  1.076840949633878e-38
13.3200  -2.934391234540544e-20  -5.747694692374649e-19  1.651799713837586e-37  1.699674561194201e-38
13.3300  -3.485447401353704e-20  -5.274753285322724e-19  1.391151111051143e-37  2.397986906763102e-38
13.3400  -3.989629036793681e-20  -4.810422358029888e-19  1.157008163131691e-37  3.141917470568551e-38
13.3500  -4.447860750221307e-20  -4.355953948976473e-19  9.487167402801867e-38  3.905099514667056e-38
13.3600  -4.861186637732522e-20  -3.912486160800073e-19  7.653773979226050e-38  4.664599183974550e-38
13.3700  -5.230759015302945e-20  -3.481045741981821e-19  6.058839728884883e-38  5.400813313187572e-38
13.3800  -5.557827423771440e-20  -3.062550937337961e-19  4.689609121894811e-38  6.097332179115701e-38
13.3900  -5.843727931174075e-20  -2.657814580051215e-19  3.531989170966408e-38  6.740773233390172e-38
13.4000  -6.089872755249571e-20  -2.267547398712177e-19  2.570885602703180e-38  7.320591576593884e-38
13.4100  -6.297740226323592e-20  -1.892361513633329e-19  1.790516049140313e-38  7.828872607382663e-38
13.4200  -6.468865108247107e-20  -1.532774097540892e-19  1.174698217046148e-38  8.260111910341150e-38
13.4300  -6.604829292618720e-20  -1.189211176636240e-19  7.071116113182755e-39  8.610987044649131e-38
13.4400  -6.707252879165844e-20  -8.620115489430504e-20  3.715319552555985e-39  8.880125471862383e-38
13.4500  -6.777785652898834e-20  -5.514307978127777e-20  1.520379623882183e-39  9.067872424152297e-38
13.4600  -6.818098966488421e-20  -2.576453794439305e-20  3.319057077440347e-40  9.176062072256678e-38
13.4700  -6.829878034252328e-20  1.924323572545532e-21  1.851510605927199e-42  9.207794912350505e-38
13.4800  -6.814814642173826e-20  2.792043868728938e-20  3.897754482453429e-40  9.167223859351120e-38
13.4900  -6.774600276514335e-20  5.222740299839003e-20  1.363850811978120e-39  9.059351116259654e-38
13.5000  -6.710919671825077e-20  7.485505454342754e-20  2.801639595349756e-39  8.889837489594823e-38
13.5100  -6.625444777509453e-20  9.581905619752283e-20  4.590645765292019e-39  8.664825443567915e-38
13.5200  -6.519829140538479e-20  1.151404812096906e-19  6.628665206599558e-39  8.390776833375321e-38
13.5300  -6.395702700475690e-20  1.328454032714334e-19  8.823950585174888e-39  8.074325933117027e-38
13.5400  -6.254666991624661e-20  1.489644924097642e-19  1.109520999944934e-38  7.722148077980437e-38
13.5500  -6.098290745870796e-20  1.635326178959120e-19  1.337145855794518e-38  7.340843974434904e-38
13.5600  -5.928105888647492e-20  1.765884592616200e-19  1.559174197219641e-38  6.936839496678078e-38
13.5700  -5.745603919413883e-20  1.881741264174667e-19  1.770475092648837e-38  6.516300582376911e-38
13.5800  -5.552232667084690e-20  1.983347897722971e-19  1.966834441701065e-38  6.085062665328155e-38
13.5900  -5.349393410000419e-20  2.071183211598666e-19  2.144899948004082e-38  5.648573936121787e-38
13.6000  -5.138438349265406e-20  2.145749462883954e-19  2.302120378733388e-38  5.211851602998542e-38
13.6100  -4.920668423609580e-20  2.207569093410898e-19  2.436680651091508e-38  4.779450232358088e-38
13.6200  -4.697331453344375e-20  2.257181502709795e-19  2.547434168087625e-38  4.355441180092648e-38
13.6300  -4.469620600480961e-20  2.295139952517857e-19  2.633833700821835e-38  3.943402079226410e-38
13.6400  -4.238673131656690e-20  2.322008606681122e-19  2.695861984750603e-38  3.546415324252284e-38
13.6500  -4.005569470170248e-20  2.338359709531259e-19  2.733963065579557e-38  3.167074486022015e-38
13.6600  -3.771332523153982e-20  2.344770905101678e-19  2.748975298705670e-38  2.807497600976666e-38
