# omega0=1, alpha=0
# theta0=-0.8, theta_dot0=0.1234
# t_start=0, t_end=100, h=0.00911928
#   t          x(t)                 v(t)       
3.775382753515729e+01 4.087695658642757e+01 2.562591206622913e+00
3.784502035529052e+01 4.111887237249509e+01 2.744360199782089e+00
3.793621317542375e+01 4.137773044124351e+01 2.934036659974705e+00
3.802740599555698e+01 4.165419151937228e+01 3.129993668692789e+00
3.811859881569021e+01 4.194867836108581e+01 3.328569235155431e+00
3.820979163582344e+01 4.226117396450396e+01 3.523749024843873e+00
3.830098445595667e+01 4.259100427216076e+01 3.707177222497333e+00
3.839217727608990e+01 4.293664452256718e+01 3.868694738148269e+00
3.848337009622313e+01 4.329560391137039e+01 3.997525126720586e+00
3.857456291635636e+01 4.366444568412999e+01 4.084020982862129e+00
3.866575573648959e+01 4.403897878795672e+01 4.121593784202175e+00
3.875694855662282e+01 4.441461155275762e+01 4.108231313034181e+00
3.884814137675605e+01 4.478680270140248e+01 4.047041498941837e+00
3.893933419688928e+01 4.515150730661573e+01 3.945600163133935e+00
3.903052701702251e+01 4.550551654817992e+01 3.814350802878343e+00
3.912171983715574e+01 4.584662953730599e+01 3.664628213032382e+00
3.921291265728897e+01 4.617365076331398e+01 3.506894438343005e+00
3.930410547742220e+01 4.648625119587228e+01 3.349547662109166e+00
3.939529829755543e+01 4.678475061692692e+01 3.198377450347556e+00
3.948649111768867e+01 4.706987542238659e+01 3.056541187951738e+00
3.957768393782190e+01 4.734253063655449e+01 2.924866785283958e+00
3.966887675795513e+01 4.760360763412048e+01 2.802308784795919e+00
3.976006957808836e+01 4.785383586598298e+01 2.686443331185388e+00
3.985126239822159e+01 4.809367908659804e+01 2.573943079175958e+00
3.994245521835482e+01 4.832327303828746e+01 2.461009707139222e+00
4.003364803848805e+01 4.854240040476657e+01 2.343758366541372e+00
4.012484085862128e+01 4.875049853023901e+01 2.218551119581626e+00
4.021603367875451e+01 4.894669498542639e+01 2.082272739217125e+00
4.030722649888774e+01 4.912986527178148e+01 1.932538596319338e+00
4.039841931902097e+01 4.929870599837158e+01 1.767824793225610e+00
4.048961213915420e+01 4.945181618972190e+01 1.587516368130639e+00
4.058080495928743e+01 4.958777941092261e+01 1.391878731521960e+00
4.067199777942066e+01 4.970524032296843e+01 1.181967268362972e+00
4.076319059955389e+01 4.980297098811747e+01 9.594968908413096e-01
4.085438341968712e+01 4.987992435766091e+01 7.266951856066287e-01
4.094557623982035e+01 4.993527441620047e+01 4.861595172470649e-01
4.103676905995358e+01 4.996844401632024e+01 2.407315017147242e-01
4.112796188008681e+01 4.997912228074561e+01 -6.606120788471857e-03
4.121915470022004e+01 4.996727354409735e+01 -2.528129032374331e-01
4.131034752035327e+01 4.993313928633155e+01 -4.948626757593005e-01
4.140154034048650e+01 4.987723360914961e+01 -7.298150602823739e-01
4.149273316061973e+01 4.980033180342236e+01 -9.548970326184434e-01
4.158392598075296e+01 4.970345073252684e+01 -1.167601595470282e+00
4.167511880088619e+01 4.958781936826749e+01 -1.365804659276202e+00
4.176631162101942e+01 4.945483805113554e+01 -1.547893738777994e+00
4.185750444115265e+01 4.930602597594991e+01 -1.712894648066035e+00
4.194869726128588e+01 4.914295793146897e+01 -1.860577028828514e+00
4.203989008141911e+01 4.896719316904166e+01 -1.991518162259981e+00
4.213108290155234e+01 4.878020102551096e+01 -2.107108053679394e+00
4.222227572168557e+01 4.858328914532041e+01 -2.209486624803831e+00
4.231346854181880e+01 4.837754053447598e+01 -2.301413773388252e+00
4.240466136195203e+01 4.816376518396886e+01 -2.386081971016224e+00
4.249585418208526e+01 4.794247084635683e+01 -2.466886255661079e+00
4.258704700221849e+01 4.771385614528070e+01 -2.547166737646129e+00
4.267823982235172e+01 4.747782797112694e+01 -2.629934884064305e+00
4.276943264248495e+01 4.723404433643248e+01 -2.717589435086170e+00
4.286062546261818e+01 4.698198351541375e+01 -2.811624414519966e+00
4.295181828275141e+01 4.672104001597580e+01 -2.912334077403528e+00
4.304301110288464e+01 4.645064705628133e+01 -3.018530804495771e+00
4.313420392301787e+01 4.617042287336447e+01 -3.127312884061040e+00
4.322539674315110e+01 4.588033359138888e+01 -3.233946632665795e+00
4.331658956328433e+01 4.558085831710741e+01 -3.331951401234773e+00
4.340778238341756e+01 4.527313368493952e+01 -3.413478754922872e+00
4.349897520355079e+01 4.495904817626001e+01 -3.470037184003214e+00
4.359016802368402e+01 4.464125572937040e+01 -3.493520158556124e+00
4.368136084381725e+01 4.432308776405814e+01 -3.477366846063088e+00
4.377255366395048e+01 4.400836362937274e+01 -3.417577940799968e+00
4.386374648408371e+01 4.370112634471152e+01 -3.313295515438160e+00
4.395493930421694e+01 4.340535273981429e+01 -3.166770818603116e+00
4.404613212435017e+01 4.312469426559110e+01 -2.982745934010255e+00
4.413732494448340e+01 4.286229329571676e+01 -2.767463083933269e+00
4.422851776461663e+01 4.262069547584630e+01 -2.527598098812226e+00
4.431971058474986e+01 4.240185275784039e+01 -2.269371615038509e+00
4.441090340488309e+01 4.220719376147846e+01 -1.997972600466434e+00
4.450209622501632e+01 4.203773165619810e+01 -1.717305446994115e+00
4.459328904514955e+01 4.189418281132870e+01 -1.429991358308898e+00
4.468448186528278e+01 4.177707742239535e+01 -1.137526688331664e+00
4.477567468541601e+01 4.168685196778672e+01 -8.405104414553426e-01
4.486686750554924e+01 4.162392020095474e+01 -5.388798233260441e-01
4.495806032568247e+01 4.158872362489781e+01 -2.321214419748321e-01
4.504925314581570e+01 4.158176422824623e+01 8.055076104274785e-02
4.514044596594893e+01 4.160362226673256e+01 4.000431173012018e-01
4.523163878608216e+01 4.165496063534189e+01 7.272367816375022e-01
4.532283160621540e+01 4.173651535746419e+01 1.062824214220044e+00
4.541402442634863e+01 4.184906930200093e+01 1.407100428414772e+00
4.550521724648186e+01 4.199340388525042e+01 1.759685867169930e+00
4.559641006661509e+01 4.217022197183668e+01 2.119172512087625e+00
4.568760288674832e+01 4.238003572765926e+01 2.482716908358253e+00
4.577879570688155e+01 4.262301766517913e+01 2.845658844570147e+00
4.586998852701478e+01 4.289882362076038e+01 3.201319360591385e+00
4.596118134714801e+01 4.320641382934452e+01 3.541202186655707e+00
4.605237416728124e+01 4.354391991026512e+01 3.855833152607405e+00
4.614356698741447e+01 4.390862260247008e+01 4.136348647029513e+00
4.623475980754770e+01 4.429710302583569e+01 4.376650739537212e+00
4.632595262768093e+01 4.470559626400770e+01 4.575567108204951e+00
4.641714544781416e+01 4.513051173336417e+01 4.738211962592610e+00
4.650833826794739e+01 4.556901381113273e+01 4.875865110284260e+00
4.659953108808062e+01 4.601951404357310e+01 5.004171236271509e+00
4.669072390821385e+01 4.648193477255006e+01 5.140025557455764e+00
4.678191672834708e+01 4.695765432040871e+01 5.297824316425864e+00
4.687310954848031e+01 4.744910734668937e+01 5.485754914863204e+00
4.696430236861354e+01 4.795907154432741e+01 5.702731573133724e+00
4.705549518874677e+01 4.848973230316060e+01 5.936749380716954e+00
4.714668800888000e+01 4.904170465886476e+01 6.165812661148609e+00
4.723788082901323e+01 4.961330432388485e+01 6.362611694444692e+00
4.732907364914646e+01 5.020042232684266e+01 6.502884396225403e+00
4.742026646927969e+01 5.079724019843043e+01 6.574813086615733e+00
4.751145928941292e+01 5.139767102094078e+01 6.584723941702349e+00
4.760265210954615e+01 5.199699894898803e+01 6.555422388247635e+00
4.769384492967938e+01 5.259303243175398e+01 6.517664358050175e+00
4.778503774981261e+01 5.318632007604005e+01 6.498970080972640e+00
4.787623056994584e+01 5.377940534421550e+01 6.514355346472666e+00
4.796742339007907e+01 5.437542971961545e+01 6.561557040011068e+00
4.805861621021230e+01 5.497654002436129e+01 6.621566760937302e+00
4.814980903034553e+01 5.558259106903995e+01 6.664532914312398e+00
4.824100185047876e+01 5.619060157668529e+01 6.660062371613862e+00
4.833219467061199e+01 5.679523783693460e+01 6.588704168522323e+00
4.842338749074522e+01 5.739020367977047e+01 6.449457238910688e+00
4.851458031087845e+01 5.796997048167370e+01 6.259388628186769e+00
4.860577313101168e+01 5.853111748924749e+01 6.045997494379268e+00
4.869696595114491e+01 5.907281413101958e+01 5.836945185427274e+00
4.878815877127814e+01 5.959643549794350e+01 5.651925419225784e+00
4.887935159141137e+01 6.010462529395738e+01 5.498775786003570e+00
4.897054441154460e+01 6.060018855517159e+01 5.373447282689761e+00
4.906173723167783e+01 6.108510967815934e+01 5.262573098452042e+00
4.915293005181106e+01 6.155988082985722e+01 5.147555952927548e+00
4.924412287194429e+01 6.202324024235390e+01 5.009330589560150e+00
4.933531569207752e+01 6.247234065963559e+01 4.832858571428167e+00
4.942650851221075e+01 6.290327346753367e+01 4.610254331072003e+00
4.951770133234398e+01 6.331178123980515e+01 4.341705868835970e+00
4.960889415247721e+01 6.369394834747050e+01 4.034145801639220e+00
4.970008697261044e+01 6.404669678786563e+01 3.698498469760029e+00
4.979127979274367e+01 6.436801193431184e+01 3.346704277321628e+00
4.988247261287690e+01 6.465692442859478e+01 2.989457329975818e+00
4.997366543301013e+01 6.491333397843458e+01 2.635011587238027e+00
5.006485825314336e+01 6.513776913443989e+01 2.288921697871953e+00
5.015605107327659e+01 6.533115294312229e+01 1.954368505062577e+00
5.024724389340982e+01 6.549461165045237e+01 1.632728903974019e+00
5.033843671354305e+01 6.562933728754818e+01 1.324159664746720e+00
5.042962953367628e+01 6.573649939406775e+01 1.028080075837696e+00
5.052082235380951e+01 6.581719463352748e+01 7.435193053090966e-01
5.061201517394274e+01 6.587242219558757e+01 4.693383055302497e-01
5.070320799407597e+01 6.590307473458130e+01 2.043537894188714e-01
5.079440081420920e+01 6.590993732357467e+01 -5.260498250584479e-02
5.088559363434243e+01 6.589368959316988e+01 -3.026789126088599e-01
5.097678645447566e+01 6.585490853729036e+01 -5.469782795346243e-01
5.106797927460889e+01 6.579407136386160e+01 -7.865797171428083e-01
5.115917209474213e+01 6.571155932285328e+01 -1.022505425647607e+00
5.125036491487536e+01 6.560766474894689e+01 -1.255671436934757e+00
5.134155773500859e+01 6.548260465917203e+01 -1.486793981067344e+00
5.143275055514182e+01 6.533654510965117e+01 -1.716246254333250e+00
5.152394337527505e+01 6.516964097640870e+01 -1.943863776919940e+00
5.161513619540828e+01 6.498209555575284e+01 -2.168706988126984e+00
5.170632901554151e+01 6.477424287908799e+01 -2.388806483207728e+00
5.179752183567474e+01 6.454665230408951e+01 -2.600939512290759e+00
5.188871465580797e+01 6.430024931913931e+01 -2.800512325756704e+00
5.197990747594120e+01 6.403643873789045e+01 -2.981641485500681e+00
5.207110029607443e+01 6.375720798037474e+01 -3.137521266491768e+00
5.216229311620766e+01 6.346518204476120e+01 -3.261115342124382e+00
5.225348593634089e+01 6.316360240831134e+01 -3.346113449522343e+00
5.234467875647412e+01 6.285621305735419e+01 -3.387971829762344e+00
5.243587157660735e+01 6.254705794328477e+01 -3.384767258813389e+00
5.252706439674058e+01 6.224021935657622e+01 -3.337602244838772e+00
5.261825721687381e+01 6.193954569736428e+01 -3.250425152767277e+00
5.270945003700704e+01 6.164842086385980e+01 -3.129323157625039e+00
5.280064285714027e+01 6.136961408109355e+01 -2.981511077633477e+00
5.289183567727350e+01 6.110522500350810e+01 -2.814298500732295e+00
5.298302849740673e+01 6.085671493350931e+01 -2.634263097208491e+00
5.307422131753996e+01 6.062499931913877e+01 -2.446741575374173e+00
5.316541413767319e+01 6.041057191279045e+01 -2.255636636191480e+00
5.325660695780642e+01 6.021363471872978e+01 -2.063467878251685e+00
5.334779977793965e+01 6.003421577437543e+01 -1.871572124304986e+00
5.343899259807288e+01 5.987226513570825e+01 -1.680368908501030e+00
5.353018541820611e+01 5.972772606439177e+01 -1.489631012355700e+00
5.362137823833934e+01 5.960058274125137e+01 -1.298724643734764e+00
5.371257105847257e+01 5.949088813712955e+01 -1.106802939648215e+00
5.380376387860580e+01 5.939877655033779e+01 -9.129487871414186e-01
5.389495669873903e+01 5.932446534098327e+01 -7.162697371369470e-01
5.398614951887226e+01 5.926824997719293e+01 -5.159508750106352e-01
5.407734233900549e+01 5.923049591721900e+01 -3.112725054857094e-01
5.416853515913872e+01 5.921163022081397e+01 -1.015995323016296e-01
5.425972797927195e+01 5.921213516650931e+01 1.136508210022630e-01
5.435092079940518e+01 5.923254555000662e+01 3.350563443371165e-01
5.444211361953841e+01 5.927345072010438e+01 5.632451536166795e-01
5.453330643967164e+01 5.933550171309858e+01 7.989506503969971e-01
5.462449925980487e+01 5.941942299024473e+01 1.043055481687793e+00
5.471569207993810e+01 5.952602715790009e+01 1.296610244195285e+00
5.480688490007133e+01 5.965622953262054e+01 1.560807691575651e+00
5.489807772020456e+01 5.981105738970188e+01 1.836887205278285e+00
5.498927054033779e+01 5.999164616398962e+01 2.125938682759299e+00
5.508046336047102e+01 6.019921192930541e+01 2.428573248893858e+00
5.517165618060425e+01 6.043498680404186e+01 2.744437248643385e+00
5.526284900073748e+01 6.070010298868784e+01 3.071577299432877e+00
5.535404182087071e+01 6.099541461900129e+01 3.405732112521411e+00
5.544523464100394e+01 6.132125833702679e+01 3.739739522060690e+00
5.553642746113717e+01 6.167717696739596e+01 4.063385414808508e+00
5.562762028127040e+01 6.206166533242597e+01 4.364109318784455e+00
5.571881310140363e+01 6.247203253700599e+01 4.628881873129600e+00
5.581000592153686e+01 6.290448762469647e+01 4.847159608624547e+00
5.590119874167009e+01 6.335451788650592e+01 5.014167759224784e+00
5.599239156180332e+01 6.381753383083382e+01 5.133236392094608e+00
5.608358438193655e+01 6.428963678133165e+01 5.216006901778957e+00
5.617477720206978e+01 6.476829019767263e+01 5.280144890967826e+00
5.626597002220301e+01 6.525269108628771e+01 5.345230340252526e+00
5.635716284233624e+01 6.574372987859397e+01 5.428054128528994e+00
5.644835566246947e+01 6.624353808754753e+01 5.538433164183918e+00
5.653954848260270e+01 6.675470672243100e+01 5.676270996156068e+00
5.663074130273593e+01 6.727931495559625e+01 5.830439395768029e+00
5.672193412286916e+01 6.781796667927692e+01 5.980202623886404e+00
5.681312694300239e+01 6.836909967552289e+01 6.099832761107425e+00
5.690431976313563e+01 6.892885430682350e+01 6.166061692908480e+00
5.699551258326886e+01 6.949167229478032e+01 6.166096898399784e+00
5.708670540340209e+01 7.005151313927779e+01 6.102531240300054e+00
5.717789822353532e+01 7.060326364241291e+01 5.992445266507099e+00
5.726909104366855e+01 7.114380524261031e+01 5.861167839853431e+00
5.736028386380178e+01 7.167238678851682e+01 5.733927006127412e+00
5.745147668393501e+01 7.219027678462697e+01 5.628862255342824e+00
5.754266950406824e+01 7.269991503220632e+01 5.553158061186324e+00
5.763386232420147e+01 7.320386006311038e+01 5.502351959633312e+00
5.772505514433470e+01 7.370379510817328e+01 5.462201263616370e+00
5.781624796446793e+01 7.419979827905800e+01 5.412520792026204e+00
5.790744078460116e+01 7.469002952078348e+01 5.332350626469479e+00
5.799863360473439e+01 7.517090965497380e+01 5.205344097135369e+00
5.808982642486762e+01 7.563774062512330e+01 5.023776641375552e+00
5.818101924500085e+01 7.608557250414607e+01 4.789789673196258e+00
5.827221206513408e+01 7.651004262541879e+01 4.513615609571547e+00
5.836340488526731e+01 7.690795306996971e+01 4.209881129836581e+00
5.845459770540054e+01 7.727748848554114e+01 3.893692248739674e+00
5.854579052553377e+01 7.761811961739508e+01 3.577803395627263e+00
5.863698334566700e+01 7.793031758702874e+01 3.271298897487263e+00
5.872817616580023e+01 7.821520838040109e+01 2.979521093217985e+00
5.881936898593346e+01 7.847425763132752e+01 2.704717087196855e+00
5.891056180606669e+01 7.870902873169732e+01 2.446936045735526e+00
5.900175462619992e+01 7.892102246394937e+01 2.204886460598673e+00
5.909294744633315e+01 7.911158760950677e+01 1.976624411262688e+00
5.918414026646638e+01 7.928188535058560e+01 1.760046015078485e+00
5.927533308659961e+01 7.943289040034853e+01 1.553206199189288e+00
5.936652590673284e+01 7.956541471048945e+01 1.354501653129248e+00
5.945771872686607e+01 7.968014311078906e+01 1.162755338238341e+00
5.954891154699930e+01 7.977767337267089e+01 9.772335463248163e-01
5.964010436713253e+01 7.985855567895892e+01 7.976191961840153e-01
5.973129718726576e+01 7.992332834274730e+01 6.239587077514160e-01
5.982249000739899e+01 7.997254796219974e+01 4.565948135349741e-01
5.991368282753222e+01 8.000681314632698e+01 2.960939312873810e-01
6.000487564766545e+01 8.002678160184888e+01 1.431739875491039e-01
6.009606846779868e+01 8.003318081408860e+01 -1.363370910106958e-03
6.018726128793191e+01 8.002681284843483e+01 -1.366935881019244e-01
6.027845410806514e+01 8.000855399143195e+01 -2.620213358621118e-01
6.036964692819837e+01 7.997935007692665e+01 -3.766228613781670e-01
6.046083974833160e+01 7.994020842516659e+01 -4.798778331198210e-01
6.055203256846483e+01 7.989218737192006e+01 -5.712903173563811e-01
6.064322538859806e+01 7.983638438173008e+01 -6.504988887071367e-01
6.073441820873129e+01 7.977392371961162e+01 -7.172763178573188e-01
6.082561102886452e+01 7.970594459258712e+01 -7.715197802558442e-01
6.091680384899775e+01 7.963359056284078e+01 -8.132330422902793e-01
6.100799666913098e+01 7.955800088010521e+01 -8.425025327887899e-01
6.109918948926421e+01 7.948030419126879e+01 -8.594695224472348e-01
6.119038230939744e+01 7.940161487534628e+01 -8.643007556001518e-01
6.128157512953067e+01 7.932303204083487e+01 -8.571597840067986e-01
6.137276794966390e+01 7.924564102951982e+01 -8.381809536327463e-01
6.146396076979713e+01 7.917051711283361e+01 -8.074475357591441e-01
6.155515358993036e+01 7.909873095586451e+01 -7.649749346169600e-01
6.164634641006359e+01 7.903135536608627e+01 -7.106993119170472e-01
6.173753923019682e+01 7.896947283893350e+01 -6.444714058301184e-01
6.182873205033005e+01 7.891418345541619e+01 -5.660548393450807e-01
6.191992487046328e+01 7.886661276881760e+01 -4.751278509952571e-01
6.201111769059651e+01 7.882791942557952e+01 -3.712871734860659e-01
6.210231051072974e+01 7.879930238415277e+01 -2.540527664349251e-01
6.219350333086297e+01 7.878200770592700e+01 -1.228723195615337e-01
6.228469615099620e+01 7.877733497097056e+01 2.287506047004388e-02
6.237588897112943e+01 7.878664338855897e+01 1.838757013547704e-01
6.246708179126266e+01 7.881135758992680e+01 3.608771314967555e-01
6.255827461139589e+01 7.885297285832478e+01 5.546791722587747e-01
6.264946743152912e+01 7.891305910570865e+01 7.661140293939970e-01
6.274066025166236e+01 7.899326217073242e+01 9.960054538326365e-01
6.283185307179559e+01 7.909529991310697e+01 1.245092692120621e+00
6.292304589192882e+01 7.922094907055659e+01 1.513900499621035e+00
6.301423871206205e+01 7.937201698591730e+01 1.802533684562161e+00
6.310543153219528e+01 7.955029040137396e+01 2.110377133337785e+00
6.319662435232851e+01 7.975745230420056e+01 2.435696400365551e+00
6.328781717246174e+01 7.999495874998178e+01 2.775168665689876e+00
6.337900999259497e+01 8.026387296932212e+01 3.123437425267403e+00
6.347020281272820e+01 8.056466655851372e+01 3.472874785678708e+00
6.356139563286143e+01 8.089701858762356e+01 3.813823984059939e+00
6.365258845299466e+01 8.125966999595158e+01 4.135611507597928e+00
6.374378127312789e+01 8.165041169072285e+01 4.428465358634512e+00
6.383497409326112e+01 8.206628175685863e+01 4.686102947424564e+00
6.392616691339435e+01 8.250400346174980e+01 4.908268025043965e+00
6.401735973352758e+01 8.296061362612855e+01 5.102196264909730e+00
6.410855255366089e+01 8.343414164619202e+01 5.282161540576672e+00
6.419974537379419e+01 8.392414814106533e+01 5.466875699560704e+00
6.429093819392749e+01 8.443194400502533e+01 5.675198995554262e+00
6.438213101406079e+01 8.496037225090349e+01 5.920991146057688e+00
6.447332383419409e+01 8.551311640332806e+01 6.208044998016363e+00
6.456451665432739e+01 8.609359527144510e+01 6.526337310931286e+00
6.465570947446069e+01 8.670364743008898e+01 6.851563969394024e+00
6.474690229459399e+01 8.734241750688209e+01 7.150398896706490e+00
6.483809511472730e+01 8.800602926163970e+01 7.392324311467041e+00
6.492928793486060e+01 8.868851420526511e+01 7.564219230979392e+00
6.502048075499390e+01 8.938388052073880e+01 7.679213298803216e+00
6.511167357512720e+01 9.008842825555436e+01 7.772567240765563e+00
6.520286639526050e+01 9.080209138201437e+01 7.885358782096441e+00
6.529405921539380e+01 9.152803669291251e+01 8.044247920564052e+00
6.538525203552710e+01 9.227061000848587e+01 8.246887836240509e+00
6.547644485566040e+01 9.303248857194893e+01 8.460039863213987e+00
6.556763767579370e+01 9.381239949331973e+01 8.634074401321225e+00
6.565883049592701e+01 9.460481461775690e+01 8.730274774145556e+00
6.575002331606031e+01 9.540217757551530e+01 8.745698629556092e+00
6.584121613619361e+01 9.619853210862040e+01 8.716580484380785e+00
6.593240895632691e+01 9.699223451954640e+01 8.696039508315232e+00
6.602360177646021e+01 9.778601142318423e+01 8.721741608036409e+00
6.611479459659351e+01 9.858440371984931e+01 8.793734892521462e+00
6.620598741672681e+01 9.939012775264698e+01 8.873857750884422e+00
6.629718023686011e+01 1.002014401836382e+02 8.907634150869221e+00
6.638837305699342e+01 1.010121735276710e+02 8.858088491492564e+00
6.647956587712672e+01 1.018145935167385e+02 8.729811681182438e+00
6.657075869726002e+01 1.026032501741403e+02 8.565172382316323e+00
6.666195151739332e+01 1.033772667671372e+02 8.416515579739755e+00
6.675314433752662e+01 1.041397919279648e+02 8.315593022314454e+00
6.684433715765992e+01 1.048952637815803e+02 8.258034722946929e+00
6.693552997779322e+01 1.056461744927804e+02 8.207825788991853e+00
6.702672279792652e+01 1.063910231472265e+02 8.117673097556420e+00
6.711791561805983e+01 1.071244804859784e+02 7.954937339037014e+00
6.720910843819313e+01 1.078396210280295e+02 7.718636232742268e+00
6.730030125832643e+01 1.085308752649297e+02 7.437569464941086e+00
6.739149407845973e+01 1.091960293818041e+02 7.153012744563431e+00
6.748268689859303e+01 1.098364282367394e+02 6.898893900520037e+00
6.757387971872633e+01 1.104556790000635e+02 6.689776679035250e+00
6.766507253885963e+01 1.110577266973704e+02 6.518910758130882e+00
6.775626535899293e+01 1.116451177656256e+02 6.363721846571163e+00
6.784745817912624e+01 1.122179719998445e+02 6.195313493694078e+00
