-8.001000e-01 1.234000e-01
-7.750762e-01 3.056445e-01
-7.292655e-01 4.803540e-01
-6.636666e-01 6.454202e-01
-5.795283e-01 7.986516e-01
-4.783586e-01 9.377887e-01
-3.619293e-01 1.060575e+00
-2.322685e-01 1.164886e+00
-9.163625e-02 1.248890e+00
5.752044e-02 1.311233e+00
2.126327e-01 1.351200e+00
3.710909e-01 1.368814e+00
5.303330e-01 1.364868e+00
6.879312e-01 1.340858e+00
8.416657e-01 1.298834e+00
9.895782e-01 1.241206e+00
1.130001e+00 1.170526e+00
1.261563e+00 1.089287e+00
1.383169e+00 9.997614e-01
1.493972e+00 9.038883e-01
1.593328e+00 8.032163e-01
1.680748e+00 6.988881e-01
1.755854e+00 5.916601e-01
1.818337e+00 4.819437e-01
1.867916e+00 3.698597e-01
1.904311e+00 2.552969e-01
1.927219e+00 1.379735e-01
1.936297e+00 1.749598e-02
1.931151e+00 -1.065801e-01
1.911338e+00 -2.346892e-01
1.876366e+00 -3.671889e-01
1.825711e+00 -5.042858e-01
1.758836e+00 -6.459500e-01
1.675228e+00 -7.918181e-01
1.574439e+00 -9.410853e-01
1.456147e+00 -1.092396e+00
1.320224e+00 -1.243748e+00
1.166816e+00 -1.392432e+00
9.964252e-01 -1.535051e+00
8.099827e-01 -1.667636e+00
6.089034e-01 -1.785920e+00
3.950972e-01 -1.885736e+00
1.709282e-01 -1.963533e+00
-6.088818e-02 -2.016904e+00
-2.974452e-01 -2.045028e+00
-5.358444e-01 -2.048888e+00
-7.734064e-01 -2.031227e+00
-1.007859e+00 -1.996237e+00
-1.237479e+00 -1.949067e+00
-1.461171e+00 -1.895277e+00
-1.678486e+00 -1.840338e+00
-1.889588e+00 -1.789272e+00
-2.095188e+00 -1.746429e+00
-2.296460e+00 -1.715410e+00
-2.494953e+00 -1.699074e+00
-2.692508e+00 -1.699601e+00
-2.891183e+00 -1.718554e+00
-3.093187e+00 -1.756911e+00
-3.300803e+00 -1.815045e+00
-3.516322e+00 -1.892615e+00
-3.741942e+00 -1.988384e+00
-3.979654e+00 -2.099951e+00
-4.231088e+00 -2.223441e+00
-4.497319e+00 -2.353231e+00
-4.778666e+00 -2.481843e+00
-5.074473e+00 -2.600165e+00
-5.382963e+00 -2.698159e+00
-5.701194e+00 -2.766088e+00
-6.025185e+00 -2.796092e+00
-6.350224e+00 -2.783697e+00
-6.671325e+00 -2.728743e+00
-6.983737e+00 -2.635371e+00
-7.283401e+00 -2.511068e+00
-7.567250e+00 -2.365136e+00
-7.833325e+00 -2.207102e+00
-8.080729e+00 -2.045486e+00
-8.309459e+00 -1.887098e+00
-8.520195e+00 -1.736840e+00
-8.714079e+00 -1.597839e+00
-8.892532e+00 -1.471768e+00
-9.057100e+00 -1.359208e+00
-9.209351e+00 -1.259985e+00
-9.350804e+00 -1.173445e+00
-9.482880e+00 -1.098657e+00
-9.606888e+00 -1.034562e+00
-9.724006e+00 -9.800643e-01
-9.835290e+00 -9.340922e-01
-9.941671e+00 -8.956306e-01
-1.004397e+01 -8.637354e-01
-1.014289e+01 -8.375377e-01
-1.023906e+01 -8.162397e-01
-1.033300e+01 -7.991084e-01
-1.042516e+01 -7.854660e-01
-1.051590e+01 -7.746811e-01
-1.060552e+01 -7.661596e-01
-1.069426e+01 -7.593386e-01
-1.078227e+01 -7.536804e-01
-1.086967e+01 -7.486699e-01
-1.095650e+01 -7.438141e-01
-1.104275e+01 -7.386442e-01
-1.112836e+01 -7.327199e-01
-1.121322e+01 -7.256357e-01
-1.129717e+01 -7.170288e-01
-1.138001e+01 -7.065888e-01
-1.146152e+01 -6.940662e-01
-1.154144e+01 -6.792820e-01
-1.161950e+01 -6.621349e-01
-1.169543e+01 -6.426068e-01
-1.176895e+01 -6.207655e-01
-1.183981e+01 -5.967641e-01
-1.190775e+01 -5.708376e-01
-1.197258e+01 -5.432956e-01
