# omega0=1, alpha=2
# theta0=0.05, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
4.833219467061202e+00 2.323297602501183e-03 -1.924862390955562e-03
4.924412287194432e+00 2.153970476080437e-03 -1.790262045631191e-03
5.015605107327662e+00 1.996510798793534e-03 -1.664502454619277e-03
5.106797927460892e+00 1.850136180038749e-03 -1.547065022297622e-03
5.197990747594122e+00 1.714110461494040e-03 -1.437454394719055e-03
5.289183567727353e+00 1.587741601445105e-03 -1.335198347503041e-03
5.380376387860583e+00 1.470379576723674e-03 -1.239847516760095e-03
5.471569207993813e+00 1.361414315254226e-03 -1.150975001253681e-03
5.562762028127043e+00 1.260273669808475e-03 -1.068175860281808e-03
5.653954848260273e+00 1.166421441487421e-03 -9.910665284723471e-04
5.745147668393503e+00 1.079355459653056e-03 -9.192841657849301e-04
5.836340488526734e+00 9.986057234826994e-04 -8.524859584556115e-04
5.927533308659964e+00 9.237326089886948e-04 -7.903483843703393e-04
6.018726128793194e+00 8.543251442084883e-04 -7.325664543757192e-04
6.109918948926424e+00 7.899993543014878e-04 -6.788529393001511e-04
6.201111769059654e+00 7.303966774687170e-04 -6.289375909379993e-04
6.292304589192884e+00 6.751824519207052e-04 -5.825663639197610e-04
6.383497409326115e+00 6.240444735418413e-04 -5.395006442305384e-04
6.474690229459345e+00 5.766916234211198e-04 -4.995164891281345e-04
6.565883049592575e+00 5.328525640269153e-04 -4.624038823335316e-04
6.657075869725805e+00 4.922745024858220e-04 -4.279660076049650e-04
6.748268689859035e+00 4.547220191726129e-04 -3.960185431485638e-04
6.839461509992265e+00 4.199759596212028e-04 -3.663889787513783e-04
6.930654330125495e+00 3.878323876172878e-04 -3.389159570356674e-04
7.021847150258726e+00 3.581015972252632e-04 -3.134486398169231e-04
7.113039970391956e+00 3.306071814290254e-04 -2.898461001936505e-04
7.204232790525186e+00 3.051851550230660e-04 -2.679767406967891e-04
7.295425610658416e+00 2.816831293722174e-04 -2.477177375740590e-04
7.386618430791646e+00 2.599595366614661e-04 -2.289545110734526e-04
7.477811250924876e+00 2.398829012778572e-04 -2.115802214152475e-04
7.569004071058107e+00 2.213311560016021e-04 -1.954952899985714e-04
7.660196891191337e+00 2.041910007303791e-04 -1.806069452725542e-04
7.751389711324567e+00 1.883573015171753e-04 -1.668287926097700e-04
7.842582531457797e+00 1.737325277658308e-04 -1.540804074477616e-04
7.933775351591027e+00 1.602262254980090e-04 -1.422869509100973e-04
8.024968171724257e+00 1.477545246791182e-04 -1.313788070791153e-04
8.116160991857488e+00 1.362396786675045e-04 -1.212912410660512e-04
8.207353811990718e+00 1.256096339299228e-04 -1.119640770086921e-04
8.298546632123948e+00 1.157976282459764e-04 -1.033413951203434e-04
8.389739452257178e+00 1.067418157041065e-04 -9.537124691525310e-05
8.480932272390408e+00 9.838491687118687e-05 -8.800538774341873e-05
8.572125092523638e+00 9.067389259628821e-05 -8.119902578076962e-05
8.663317912656868e+00 8.355963998629434e-05 -7.491058663809330e-05
8.754510732790099e+00 7.699670916641918e-05 -6.910149277291101e-05
8.845703552923329e+00 7.094303951201331e-05 -6.373595691206434e-05
8.936896373056559e+00 6.535971410913890e-05 -5.878078871842531e-05
9.028089193189789e+00 6.021073127006900e-05 -5.420521396233745e-05
9.119282013323019e+00 5.546279199601171e-05 -4.998070548667454e-05
9.210474833456249e+00 5.108510234289154e-05 -4.608082528336939e-05
9.301667653589480e+00 4.704918970689137e-05 -4.248107702858438e-05
9.392860473722710e+00 4.332873210465213e-05 -3.915876845308469e-05
9.484053293855940e+00 3.989939957854463e-05 -3.609288295360185e-05
9.575246113989170e+00 3.673870691029746e-05 -3.326395987984219e-05
9.666438934122400e+00 3.382587687652220e-05 -3.065398296014438e-05
9.757631754255630e+00 3.114171332737971e-05 -2.824627635649226e-05
9.848824574388860e+00 2.866848341483964e-05 -2.602540786654180e-05
9.940017394522091e+00 2.638980833977397e-05 -2.397709881644432e-05
1.003121021465532e+01 2.429056202757158e-05 -2.208814021348149e-05
1.012240303478855e+01 2.235677718014843e-05 -2.034631475182842e-05
1.021359585492178e+01 2.057555818824274e-05 -1.874032428809981e-05
1.030478867505501e+01 1.893500042181616e-05 -1.725972242569375e-05
1.039598149518824e+01 1.742411544831900e-05 -1.589485186832196e-05
1.048717431532147e+01 1.603276175861044e-05 -1.463678622350588e-05
1.057836713545470e+01 1.475158060854270e-05 -1.347727595623396e-05
1.066955995558793e+01 1.357193661070951e-05 -1.240869821143184e-05
1.076075277572116e+01 1.248586273571007e-05 -1.142401024141406e-05
1.085194559585439e+01 1.148600940557584e-05 -1.051670619108619e-05
1.094313841598762e+01 1.056559738382994e-05 -9.680777009377354e-06
1.103433123612085e+01 9.718374187078343e-06 -8.910673270233570e-06
1.112552405625408e+01 8.938573762145451e-06 -8.201270700522694e-06
1.121671687638731e+01 8.220879190637764e-06 -7.547838225424292e-06
1.130790969652054e+01 7.560388199520186e-06 -6.946008354334707e-06
1.139910251665377e+01 6.952581271887725e-06 -6.391749742042045e-06
1.149029533678700e+01 6.393292166676712e-06 -5.881341770951034e-06
1.158148815692023e+01 5.878680669646097e-06 -5.411351010496104e-06
1.167268097705346e+01 5.405207410630519e-06 -4.978609419605543e-06
1.176387379718669e+01 4.969610593878727e-06 -4.580194167201703e-06
1.185506661731992e+01 4.568884499297301e-06 -4.213408954273213e-06
1.194625943745315e+01 4.200259622671125e-06 -3.875766729065246e-06
1.203745225758638e+01 3.861184332476514e-06 -3.564973694432420e-06
1.212864507771961e+01 3.549307929785952e-06 -3.278914513414204e-06
1.221983789785284e+01 3.262465006027558e-06 -3.015638625652010e-06
1.231103071798607e+01 2.998661001048292e-06 -2.773347593396701e-06
1.240222353811930e+01 2.756058871075373e-06 -2.550383401580113e-06
1.249341635825254e+01 2.532966782811443e-06 -2.345217641768320e-06
1.258460917838577e+01 2.327826756069061e-06 -2.156441514800727e-06
1.267580199851900e+01 2.139204183081049e-06 -1.982756591569281e-06
1.276699481865223e+01 1.965778157944566e-06 -1.822966275727078e-06
1.285818763878546e+01 1.806332554596424e-06 -1.675967916154772e-06
1.294938045891869e+01 1.659747796301287e-06 -1.540745520775366e-06
1.304057327905192e+01 1.524993263887358e-06 -1.416363026810574e-06
1.313176609918515e+01 1.401120293908919e-06 -1.301958085831755e-06
1.322295891931838e+01 1.287255721573048e-06 -1.196736324991160e-06
1.331415173945161e+01 1.182595926659024e-06 -1.099966048639640e-06
1.340534455958484e+01 1.086401343802034e-06 -1.010973347159114e-06
1.349653737971807e+01 9.979914014253959e-07 -9.291375822750214e-07
1.358773019985130e+01 9.167398563037192e-07 -8.538872203781530e-07
1.367892301998453e+01 8.420704932387505e-07 -7.846959874881834e-07
1.377011584011776e+01 7.734531616439946e-07 -7.210793214438772e-07
1.386130866025099e+01 7.104001229770449e-07 -6.625910987175155e-07
1.395250148038422e+01 6.524626849420603e-07 -6.088206149331644e-07
1.404369430051745e+01 5.992281002205788e-07 -5.593897997289787e-07
1.413488712065068e+01 5.503167091875051e-07 -5.139506480511866e-07
1.422607994078391e+01 5.053793076406082e-07 -4.721828513096135e-07
1.431727276091714e+01 4.640947220255005e-07 -4.337916130689174e-07
1.440846558105037e+01 4.261675759824156e-07 -3.985056351029861e-07
1.449965840118360e+01 3.913262332841915e-07 -3.660752607086262e-07
1.459085122131683e+01 3.593209033841274e-07 -3.362707631647150e-07
1.468204404145006e+01 3.299218968547281e-07 -3.088807681399986e-07
1.477323686158329e+01 3.029180189802040e-07 -2.837107997019042e-07
1.486442968171652e+01 2.781150906729147e-07 -2.605819403649450e-07
1.495562250184975e+01 2.553345867222653e-07 -2.393295963450706e-07
1.504681532198298e+01 2.344123821590223e-07 -2.198023598598548e-07
1.513800814211621e+01 2.151975982333747e-07 -2.018609609376523e-07
1.522920096224944e+01 1.975515401657398e-07 -1.853773017754405e-07
1.532039378238267e+01 1.813467194394104e-07 -1.702335672183950e-07
1.541158660251590e+01 1.664659539674472e-07 -1.563214054274850e-07
1.550277942264913e+01 1.528015399862620e-07 -1.435411732574561e-07
1.559397224278236e+01 1.402544900083877e-07 -1.318012412892193e-07
1.568516506291559e+01 1.287338316099862e-07 -1.210173538504347e-07
1.577635788304882e+01 1.181559622375375e-07 -1.111120397183016e-07
1.586755070318205e+01 1.084440555954444e-07 -1.020140695314551e-07
1.595874352331528e+01 9.952751552439915e-08 -9.365795624543350e-08
1.604993634344851e+01 9.134147360150267e-08 -8.598349525031522e-08
1.614112916358174e+01 8.382632698935880e-08 -7.893534103157620e-08
1.623232198371497e+01 7.692731333459539e-08 -7.246261749760588e-08
1.632351480384820e+01 7.059411976824373e-08 -6.651855932114963e-08
1.641470762398143e+01 6.478052329276887e-08 -6.106018184860950e-08
1.650590044411466e+01 5.944406005479253e-08 -5.604797732192605e-08
1.659709326424789e+01 5.454572120007793e-08 -5.144563533387867e-08
1.668828608438112e+01 5.004967318943963e-08 -4.721978560018863e-08
1.677947890451435e+01 4.592300062209188e-08 -4.333976128181676e-08
1.687067172464758e+01 4.213546976765502e-08 -3.977738122926496e-08
1.696186454478081e+01 3.865931115061732e-08 -3.650674964840114e-08
1.705305736491404e+01 3.546901966243861e-08 -3.350407180514288e-08
1.714425018504727e+01 3.254117079754899e-08 -3.074748449501317e-08
1.723544300518050e+01 2.985425172104234e-08 -2.821690010381803e-08
1.732663582531373e+01 2.738850597863014e-08 -2.589386317813770e-08
1.741782864544696e+01 2.512579075408900e-08 -2.376141850956710e-08
1.750902146558019e+01 2.304944566663726e-08 -2.180398981524025e-08
1.760021428571342e+01 2.114417218099307e-08 -2.000726816963757e-08
1.769140710584665e+01 1.939592277683726e-08 -1.835810940947752e-08
1.778259992597988e+01 1.779179909252476e-08 -1.684443979507060e-08
1.787379274611311e+01 1.631995832061563e-08 -1.545516926826790e-08
1.796498556624634e+01 1.496952719055536e-08 -1.418011169944211e-08
1.805617838637957e+01 1.373052292701086e-08 -1.300991156413827e-08
1.814737120651280e+01 1.259378062132630e-08 -1.193597653444579e-08
1.823856402664603e+01 1.155088649863105e-08 -1.095041551106323e-08
1.832975684677927e+01 1.059411660461737e-08 -1.004598165972735e-08
1.842094966691250e+01 9.716380474190581e-09 -9.216020050406328e-09
1.851214248704573e+01 8.911169379338769e-09 -8.454419529646569e-09
1.860333530717896e+01 8.172508785913073e-09 -7.755568485926835e-09
1.869452812731219e+01 7.494914678774206e-09 -7.114314195008833e-09
1.878572094744542e+01 6.873353442150158e-09 -6.525925457263072e-09
1.887691376757865e+01 6.303205007251787e-09 -5.986058261959909e-09
1.896810658771188e+01 5.780229002380683e-09 -5.490724234703663e-09
1.905929940784511e+01 5.300533662096754e-09 -5.036261643695335e-09
1.915049222797834e+01 4.860547271638683e-09 -4.619308758468927e-09
1.924168504811157e+01 4.456991940844258e-09 -4.236779371279072e-09
1.933287786824480e+01 4.086859518424524e-09 -3.885840306536171e-09
1.942407068837803e+01 3.747389472720802e-09 -3.563890757692856e-09
1.951526350851126e+01 3.436048579122845e-09 -3.268543303877766e-09
1.960645632864449e+01 3.150512267247477e-09 -2.997606470437637e-09
1.969764914877772e+01 2.888647492859842e-09 -2.749068708467266e-09
1.978884196891095e+01 2.648497010446790e-09 -2.521083678454294e-09
1.988003478904418e+01 2.428264932400090e-09 -2.311956732410541e-09
1.997122760917741e+01 2.226303470006541e-09 -2.120132497367619e-09
2.006242042931064e+01 2.041100759937059e-09 -1.944183470940173e-09
2.015361324944387e+01 1.871269687737266e-09 -1.782799546859397e-09
2.024480606957710e+01 1.715537627002571e-09 -1.634778395002165e-09
2.033599888971033e+01 1.572737019521873e-09 -1.499016626533022e-09
2.042719170984356e+01 1.441796727742164e-09 -1.374501680379613e-09
2.051838452997679e+01 1.321734096484274e-09 -1.260304372415753e-09
2.060957735011002e+01 1.211647665967106e-09 -1.155572053466170e-09
2.070077017024325e+01 1.110710482910219e-09 -1.059522326605827e-09
2.079196299037648e+01 1.018163960815781e-09 -9.714372782351990e-10
2.088315581050971e+01 9.333122445114881e-10 -8.906581810987942e-10
2.097434863064294e+01 8.555170376941961e-10 -8.165806308034109e-10
2.106554145077617e+01 7.841928555756829e-10 -7.486500805088270e-10
2.115673427090940e+01 7.188026678211163e-10 -6.863577413286282e-10
2.124792709104263e+01 6.588538998093317e-10 -6.292368186128618e-10
2.133911991117586e+01 6.038947628522049e-10 -5.768590567056251e-10
2.143031273130909e+01 5.535108864067873e-10 -5.288315669966308e-10
2.152150555144232e+01 5.073222275156002e-10 -4.847939161318943e-10
2.161269837157555e+01 4.649802347332512e-10 -4.444154531294135e-10
2.170389119170878e+01 4.261652456558315e-10 -4.073928558743491e-10
2.179508401184201e+01 3.905840988766842e-10 -3.734478790569637e-10
2.188627683197524e+01 3.579679427603117e-10 -3.423252870767266e-10
2.197746965210847e+01 3.280702248667016e-10 -3.137909567778549e-10
2.206866247224170e+01 3.006648471815016e-10 -2.876301361146897e-10
2.215985529237493e+01 2.755444735228126e-10 -2.636458459784513e-10
2.225104811250816e+01 2.525189766116090e-10 -2.416574134581375e-10
2.234224093264139e+01 2.314140133180013e-10 -2.214991257650449e-10
2.243343375277462e+01 2.120697175370991e-10 -2.030189949294284e-10
2.252462657290785e+01 1.943395010129264e-10 -1.860776241854300e-10
2.261581939304108e+01 1.780889532229072e-10 -1.705471677023929e-10
2.270701221317431e+01 1.631948321646473e-10 -1.563103760023210e-10
2.279820503330754e+01 1.495441385563353e-10 -1.432597200294397e-10
2.288939785344077e+01 1.370332665769430e-10 -1.312965874130447e-10
2.298059067357400e+01 1.255672248369679e-10 -1.203305449932146e-10
2.307178349370723e+01 1.150589217888314e-10 -1.102786621643176e-10
2.316297631384046e+01 1.054285102619784e-10 -1.010648900370347e-10
2.325416913397369e+01 9.660278624469268e-11 -9.261949182907303e-11
2.334536195410692e+01 8.851463743580885e-11 -8.487852027079795e-11
2.343655477424015e+01 8.110253745779790e-11 -7.778333815737910e-11
2.352774759437338e+01 7.431008196080557e-11 -7.128017849622134e-11
2.361894041450661e+01 6.808556315760090e-11 -6.531974098972408e-11
2.371013323463984e+01 6.238157961430715e-11 -5.985682186088858e-11
2.380132605477307e+01 5.715467838332178e-11 -5.484997427490815e-11
2.389251887490630e+01 5.236502680489682e-11 -5.026119683540903e-11
2.398371169503953e+01 4.797611152420179e-11 -4.605564784109517e-11
2.407490451517276e+01 4.395446247294088e-11 -4.220138317869099e-11
2.416609733530600e+01 4.026939975022587e-11 -3.866911590265202e-11
2.425729015543923e+01 3.689280150777732e-11 -3.543199571239456e-11
2.434848297557246e+01 3.379889110088780e-11 -3.246540668494553e-11
2.443967579570569e+01 3.096404191008137e-11 -2.974678175600664e-11
2.453086861583892e+01 2.836659837009607e-11 -2.725543256644396e-11
2.462206143597215e+01 2.598671186366965e-11 -2.497239340506180e-11
2.471325425610538e+01 2.380619024851252e-11 -2.288027808302734e-11
2.480444707623861e+01 2.180835988762127e-11 -2.096314867124441e-11
2.489563989637184e+01 1.997793914647169e-11 -1.920639512003056e-11
2.498683271650507e+01 1.830092240632016e-11 -1.759662486127721e-11
2.507802553663830e+01 1.676447372146859e-11 -1.612156156745766e-11
2.516921835677153e+01 1.535682932049085e-11 -1.476995230993738e-11
2.526041117690476e+01 1.406720821761153e-11 -1.353148242153280e-11
2.535160399703799e+01 1.288573026115880e-11 -1.239669742561884e-11
2.544279681717122e+01 1.180334100173309e-11 -1.135693144672052e-11
2.553398963730445e+01 1.081174281385223e-11 -1.040424156582972e-11
2.562518245743768e+01 9.903331751732671e-12 -9.531347628016447e-12
2.571637527757091e+01 9.071139662890793e-12 -8.731577050583693e-12
2.580756809770414e+01 8.308781122718437e-12 -7.998814217343776e-12
2.589876091783737e+01 7.610404789394874e-12 -7.327454078847713e-12
2.598995373797060e+01 6.970648811712371e-12 -6.712359609830089e-12
2.608114655810383e+01 6.384599952861059e-12 -6.148822803971843e-12
2.617233937823706e+01 5.847756121167175e-12 -5.632528912545176e-12
2.626353219837029e+01 5.355992024415248e-12 -5.159523657784082e-12
2.635472501850352e+01 4.905527687899488e-12 -4.726183174100072e-12
2.644591783863675e+01 4.492899597918191e-12 -4.329186450700286e-12
2.653711065876998e+01 4.114934252207641e-12 -3.965490067915683e-12
2.662830347890321e+01 3.768723916956480e-12 -3.632305036749127e-12
2.671949629903644e+01 3.451604406682890e-12 -3.327075566934458e-12
2.681068911916967e+01 3.161134718519532e-12 -3.047459603275075e-12
2.690188193930290e+01 2.895078366448910e-12 -2.791310983311436e-12
2.699307475943613e+01 2.651386273869142e-12 -2.556663081550018e-12
2.708426757956936e+01 2.428181094643056e-12 -2.341713816661895e-12
2.717546039970259e+01 2.223742843580070e-12 -2.144811908310460e-12
2.726665321983582e+01 2.036495727201210e-12 -1.964444279671052e-12
2.735784603996905e+01 1.864996074717063e-12 -1.799224510330317e-12
2.744903886010228e+01 1.707921277474252e-12 -1.647882252164329e-12
2.754023168023551e+01 1.564059652760835e-12 -1.509253528050624e-12
2.763142450036874e+01 1.432301154861747e-12 -1.382271839924573e-12
2.772261732050197e+01 1.311628862674884e-12 -1.265960018794435e-12
2.781381014063520e+01 1.201111179084487e-12 -1.159422754927652e-12
2.790500296076843e+01 1.099894682685668e-12 -1.061839751555166e-12
2.799619578090166e+01 1.007197577402422e-12 -9.724594501491792e-13
2.808738860103489e+01 9.223036900787405e-13 -8.905932796479812e-13
2.817858142116812e+01 8.445569702824565e-13 -8.156103859615263e-13
2.826977424130135e+01 7.733564503755184e-13 -7.469328017230255e-13
2.836096706143458e+01 7.081516274012291e-13 -6.840310195820353e-13
2.845215988156781e+01 6.484382315449367e-13 -6.264199353883815e-13
2.854335270170104e+01 5.937543488638139e-13 -5.736551304165904e-13
2.863454552183427e+01 5.436768686759278e-13 -5.253294643483259e-13
2.872573834196750e+01 4.978182284690510e-13 -4.810699530848900e-13
2.881693116210073e+01 4.558234314542343e-13 -4.405349076208275e-13
2.890812398223396e+01 4.173673139651651e-13 -4.034113121892630e-13
2.899931680236719e+01 3.821520418074000e-13 -3.694124217046801e-13
2.909050962250042e+01 3.499048164061021e-13 -3.382755601930608e-13
2.918170244263365e+01 3.203757732000754e-13 -3.097601034251435e-13
2.927289526276688e+01 2.933360561957844e-13 -2.836456303675160e-13
2.936408808290011e+01 2.685760539387439e-13 -2.597302293488609e-13
2.945528090303334e+01 2.459037833913376e-13 -2.378289460145616e-13
2.954647372316657e+01 2.251434093350831e-13 -2.177723612209308e-13
2.963766654329980e+01 2.061338879501691e-13 -1.994052880086504e-13
2.972885936343303e+01 1.887277241735664e-13 -1.825855777010613e-13
2.982005218356626e+01 1.727898333063624e-13 -1.671830260035653e-13
2.991124500369950e+01 1.581964981377632e-13 -1.530783707418406e-13
3.000243782383273e+01 1.448344135835020e-13 -1.401623735745960e-13
3.009363064396596e+01 1.325998115057191e-13 -1.283349786564611e-13
3.018482346409919e+01 1.213976589948241e-13 -1.175045418131565e-13
3.027601628423242e+01 1.111409239560621e-13 -1.075871243287608e-13
3.036720910436565e+01 1.017499023587655e-13 -9.850584593773666e-14
3.045840192449888e+01 9.315160197848384e-14 -9.019029206613787e-14
3.054959474463211e+01 8.527917789494267e-14 -8.257597078050619e-14
3.064078756476534e+01 7.807141540537773e-14 -7.560381528251487e-14
3.073198038489857e+01 7.147225637623572e-14 -6.921972813530505e-14
3.082317320503180e+01 6.543036538929817e-14 -6.337416372632223e-14
3.091436602516503e+01 5.989873234350229e-14 -5.802174576371221e-14
3.100555884529826e+01 5.483430845342638e-14 -5.312091687119555e-14
3.109675166543149e+01 5.019767284170996e-14 -4.863361759183821e-14
3.118794448556472e+01 4.595272715754034e-14 -4.452499233613640e-14
3.127913730569795e+01 4.206641586855120e-14 -4.076312001604439e-14
3.137033012583118e+01 3.850847007068285e-14 -3.731876729556165e-14
3.146152294596441e+01 3.525117284125518e-14 -3.416516256169459e-14
3.155271576609764e+01 3.226914432607995e-14 -3.127778887833701e-14
3.164390858623087e+01 2.953914490315323e-14 -2.863419433107648e-14
3.173510140636410e+01 2.703989490448094e-14 -2.621381830423978e-14
3.182629422649733e+01 2.475190950496041e-14 -2.399783235365261e-14
3.191748704663056e+01 2.265734750394417e-14 -2.196899445053667e-14
3.200867986676379e+01 2.073987283203888e-14 -2.011151547455410e-14
3.209987268689702e+01 1.898452771366096e-14 -1.841093692801579e-14
3.219106550703025e+01 1.737761650563027e-14 -1.685401892941344e-14
3.228225832716348e+01 1.590659931432068e-14 -1.542863762337097e-14
3.237345114729671e+01 1.455999456923085e-14 -1.412369121644202e-14
3.246464396742994e+01 1.332728979986726e-14 -1.292901391445785e-14
3.255583678756317e+01 1.219885992607260e-14 -1.183529709785977e-14
3.264702960769640e+01 1.116589242987083e-14 -1.083401712709611e-14
3.273822242782963e+01 1.022031882997955e-14 -9.917369221150643e-15
3.282941524796286e+01 9.354751928767448e-15 -9.078206898985926e-15
3.292060806809609e+01 8.562428345982365e-15 -8.309986516489678e-15
3.301180088822932e+01 7.837155894385979e-15 -7.606716470730592e-15
3.310299370836255e+01 7.173265389816943e-15 -6.962910679263061e-15
3.319418652849578e+01 6.565566522452627e-15 -6.373545975142196e-15
3.328537934862901e+01 6.009307447413297e-15 -5.834023088473530e-15
3.337657216876224e+01 5.500137781592665e-15 -5.340130912956603e-15
3.346776498889547e+01 5.034074719925764e-15 -4.888013781199817e-15
3.355895780902870e+01 4.607472008421590e-15 -4.474141495779480e-15
3.365015062916194e+01 4.216991533379110e-15 -4.095281884266401e-15
3.374134344929517e+01 3.859577306440965e-15 -3.748475665911757e-15
3.383253626942840e+01 3.532431643675074e-15 -3.431013435519280e-15
3.392372908956163e+01 3.232993353852983e-15 -3.140414586369996e-15
3.401492190969486e+01 2.958917766645905e-15 -2.874408009034108e-15
3.410611472982809e+01 2.708058445704482e-15 -2.630914416616849e-15
3.419730754996132e+01 2.478450444636279e-15 -2.408030159546705e-15
3.428850037009455e+01 2.268294975846172e-15 -2.204012404521520e-15
3.437969319022778e+01 2.075945373151311e-15 -2.017265562769221e-15
3.447088601036101e+01 1.899894239108482e-15 -1.846328862436040e-15
3.456207883049424e+01 1.738761677174803e-15 -1.689864968760483e-15
3.465327165062747e+01 1.591284517233517e-15 -1.546649563793807e-15
3.474446447076070e+01 1.456306450720063e-15 -1.415561804849756e-15
3.483565729089393e+01 1.332768998639037e-15 -1.295575587664853e-15
3.492685011102716e+01 1.219703242224528e-15 -1.185751546477856e-15
3.501804293116039e+01 1.116222251914529e-15 -1.085229728941181e-15
3.510923575129362e+01 1.021514155730286e-15 -9.932228890017999e-16
3.520042857142685e+01 9.348357931155172e-16 -9.090103456748339e-16
3.529162139156008e+01 8.555069048366659e-16 -8.319323600164463e-16
3.538281421169331e+01 7.829048137088999e-16 -7.613849866175387e-16
3.547400703182654e+01 7.164595547256090e-16 -6.968153596171255e-16
3.556519985195977e+01 6.556494166611410e-16 -6.377173766023678e-16
3.565639267209300e+01 5.999968604144754e-16 -5.836277468471505e-16
3.574758549222623e+01 5.490647822901527e-16 -5.341223731664967e-16
3.583877831235946e+01 5.024530930947615e-16 -4.888130392518699e-16
3.592997113249269e+01 4.597955863833302e-16 -4.473443767224706e-16
3.602116395262592e+01 4.207570714391281e-16 -4.093910882982715e-16
3.611235677275915e+01 3.850307486300309e-16 -3.746554054885262e-16
3.620354959289238e+01 3.523358066707096e-16 -3.428647610101707e-16
3.629474241302561e+01 3.224152230470626e-16 -3.137696578179782e-16
3.638593523315884e+01 2.950337504409021e-16 -2.871417181554089e-16
3.647712805329207e+01 2.699760734411937e-16 -2.627718974336219e-16
3.656832087342530e+01 2.470451211543382e-16 -2.404688490268819e-16
3.665951369355853e+01 2.260605225403772e-16 -2.200574272455228e-16
3.675070651369176e+01 2.068571924139981e-16 -2.013773168217690e-16
3.684189933382499e+01 1.892840370674386e-16 -1.842817782273953e-16
3.693309215395822e+01 1.732027694047512e-16 -1.686364990430162e-16
3.702428497409145e+01 1.584868243306048e-16 -1.543185424237293e-16
3.711547779422468e+01 1.450203659185070e-16 -1.412153844612586e-16
